0	298	216
1	298	201
2	299	207
3	298	186
4	299	196
5	300	190
6	304	178
7	276	176
8	306	167
9	307	161
10	310	140
11	297	218
12	297	220
13	297	221
14	297	225
15	297	227
16	296	230
17	296	232
18	296	237
19	298	204
20	295	204
21	266	158
22	287	180
23	283	180
24	279	180
25	274	177
26	290	180
27	283	168
28	287	169
29	279	168
30	277	170
31	271	179
32	280	242
33	275	175
34	261	178
35	267	176
36	281	197
37	293	215
38	293	220
39	288	216
40	285	218
41	290	220
42	287	221
43	280	226
44	295	201
45	295	196
46	271	164
47	290	187
48	287	199
49	287	197
50	269	196
51	297	191
52	281	159
53	275	161
54	270	150
55	297	165
56	291	171
57	278	221
58	260	222
59	290	202
60	293	204
61	282	222
62	284	222
63	274	158
64	287	201
65	288	160
66	288	156
67	287	140
68	272	154
69	288	148
70	269	162
71	268	160
72	293	217
73	289	218
74	286	219
75	291	203
76	283	222
77	284	223
78	285	222
79	292	201
80	289	221
81	291	221
82	294	221
83	291	236
84	291	231
85	292	228
86	293	226
87	293	224
88	288	223
89	287	224
90	286	225
91	285	226
92	282	213
93	259	199
94	299	205
95	287	223
96	286	223
97	294	206
98	288	205
99	293	205
100	286	189
101	279	191
102	287	199
103	277	143
104	278	149
105	280	156
106	282	229
107	297	158
108	297	148
109	298	138
110	276	179
111	266	182
112	292	179
113	272	171
114	294	185
115	289	198
116	262	185
117	268	185
118	273	187
119	280	187
120	286	186
121	291	184
122	300	179
123	261	194
124	269	170
125	296	203
126	290	191
127	261	179
128	294	182
129	286	200
130	274	175
131	290	195
132	258	210
133	293	177
134	293	192
135	265	231
136	265	237
137	258	197
138	261	225
139	264	168
140	279	247
141	297	205
142	286	194
143	264	177
144	280	177
145	283	178
146	283	224
147	260	204
148	285	255
149	274	247
150	270	243
151	309	150
152	293	258
153	286	178
154	289	178
155	292	177
156	267	169
157	290	175
158	287	174
159	284	173
160	280	173
161	278	174
162	263	167
163	278	176
164	298	210
165	285	211
166	290	201
167	293	209
168	305	173
169	270	237
170	274	242
171	285	251
172	262	231
173	292	176
174	296	185
175	294	253
176	279	252
177	257	207
178	290	224
179	289	225
180	288	226
181	287	229
182	286	233
183	286	221
184	284	221
185	283	220
186	279	217
187	265	206
188	297	181
189	296	173
190	294	174
191	287	221
192	263	217
193	300	173
194	283	237
195	301	186
196	299	183
197	302	182
198	292	192
199	294	248
200	295	242
201	289	241
202	276	228
203	283	203
204	279	233
205	274	202
206	279	207
207	270	209
208	286	246
209	289	194
210	272	231
211	276	237
212	273	221
213	260	212
214	268	222
215	258	216
216	275	213
217	293	188
218	290	200
219	288	201
220	292	196
221	294	169
222	288	166
223	282	164
224	278	165
225	274	167
226	271	175
227	259	187
228	272	181
229	276	183
230	281	183
231	287	183
232	291	182
233	294	181
234	260	189
235	288	202
236	295	189
237	293	200
238	295	203
239	293	201
240	289	204
241	295	203
242	296	204
243	294	177
244	296	178
245	297	179
246	276	174
247	274	172
248	305	188
249	335	184
250	303	205
251	356	172
252	323	186
253	327	187
254	331	187
255	337	186
256	319	184
257	330	175
258	325	174
259	334	176
260	337	179
261	340	190
262	311	247
263	337	184
264	355	192
265	346	188
266	323	203
267	303	216
268	302	221
269	308	219
270	312	222
271	306	222
272	309	224
273	316	232
274	302	201
275	303	197
276	344	175
277	316	191
278	313	203
279	314	201
280	336	206
281	304	192
282	334	167
283	340	171
284	352	162
285	315	167
286	321	175
287	320	228
288	344	235
289	309	205
290	306	206
291	315	227
292	313	226
293	343	168
294	313	205
295	326	166
296	327	162
297	335	146
298	348	165
299	331	154
300	348	174
301	352	173
302	302	219
303	307	221
304	310	223
305	308	206
306	313	227
307	312	227
308	312	226
309	307	203
310	308	224
311	305	223
312	301	222
313	301	238
314	301	233
315	301	230
316	301	227
317	301	226
318	308	226
319	309	227
320	309	228
321	310	230
322	316	218
323	353	214
324	310	226
325	311	227
326	304	208
327	311	208
328	305	207
329	320	194
330	327	199
331	314	203
332	346	153
333	341	158
334	337	164
335	312	234
336	317	161
337	320	151
338	324	142
339	335	187
340	345	194
341	317	182
342	342	181
343	313	187
344	310	201
345	349	198
346	341	196
347	335	196
348	327	194
349	321	191
350	317	188
351	308	180
352	347	207
353	346	181
354	301	204
355	314	195
356	357	193
357	314	185
358	315	204
359	339	184
360	311	198
361	350	225
362	318	181
363	308	194
364	332	242
365	332	249
366	352	211
367	339	238
368	354	182
369	311	253
370	300	205
371	318	199
372	350	190
373	331	185
374	327	184
375	313	229
376	345	217
377	303	258
378	317	255
379	324	253
380	324	183
381	321	182
382	319	181
383	349	181
384	321	179
385	325	179
386	328	180
387	332	181
388	334	182
389	358	181
390	333	185
391	312	215
392	309	204
393	304	211
394	325	247
395	318	250
396	303	254
397	338	244
398	319	180
399	309	187
400	310	257
401	349	221
402	305	226
403	305	227
404	306	229
405	306	232
406	307	237
407	311	225
408	312	225
409	314	225
410	319	223
411	338	217
412	310	183
413	315	176
414	317	178
415	310	225
416	337	229
417	310	174
418	309	242
419	306	184
420	311	195
421	302	243
422	320	235
423	318	208
424	315	239
425	329	210
426	322	214
427	331	218
428	303	249
429	313	198
430	324	240
431	317	244
432	324	230
433	343	225
434	330	232
435	345	230
436	324	220
437	312	191
438	308	202
439	311	204
440	307	199
441	318	172
442	325	171
443	331	172
444	336	174
445	340	177
446	342	186
447	354	201
448	338	191
449	333	191
450	327	190
451	322	188
452	318	186
453	315	184
454	355	203
455	311	206
456	308	191
457	305	202
458	303	204
459	305	203
460	310	207
461	302	204
462	302	205
463	316	180
464	313	181
465	312	181
466	335	183
467	339	181
